,Unnamed: 0,time,value
169,169,2019-03-13T15:53:00Z,1351081064
170,170,2019-03-13T15:53:00Z,388882796672
171,171,2019-03-13T15:53:00Z,680068462
172,172,2019-03-13T15:53:00Z,245884970366
173,173,2019-03-13T15:53:00Z,1454059450
174,174,2019-03-13T15:53:00Z,757454947
175,175,2019-03-13T15:53:00Z,782720060563
176,176,2019-03-13T15:53:00Z,86307804073
177,177,2019-03-13T15:53:00Z,19728101208
178,178,2019-03-13T15:53:00Z,4779221581
179,179,2019-03-13T15:53:00Z,61890006844
180,180,2019-03-13T15:54:00Z,5156454471
181,181,2019-03-13T15:54:00Z,63628678596
182,182,2019-03-13T15:54:00Z,774560216
183,183,2019-03-13T15:54:00Z,4706211205
184,184,2019-03-13T15:54:00Z,82928727014
185,185,2019-03-13T15:54:00Z,671409339
186,186,2019-03-13T15:54:00Z,3578804969
187,187,2019-03-13T15:54:00Z,80807497329
188,188,2019-03-13T15:54:00Z,1817546479
189,189,2019-03-13T15:54:00Z,78794194948
190,190,2019-03-13T15:54:00Z,21370805280
191,191,2019-03-13T15:54:00Z,263240407611
192,192,2019-03-13T15:54:00Z,405683511561
193,193,2019-03-13T15:54:00Z,2595590275
194,194,2019-03-13T15:54:00Z,1431646415
195,195,2019-03-13T15:54:00Z,706798948
196,196,2019-03-13T15:54:00Z,88927159380
197,197,2019-03-13T15:54:00Z,1528626413
198,198,2019-03-13T15:54:00Z,827312415653
199,199,2019-03-13T15:54:00Z,786412979
200,200,2019-03-13T15:55:00Z,881030823697
201,201,2019-03-13T15:55:00Z,855745493
202,202,2019-03-13T15:55:00Z,87379651335
203,203,2019-03-13T15:55:00Z,795244148
204,204,2019-03-13T15:55:00Z,5672487937
205,205,2019-03-13T15:55:00Z,65376327173
206,206,2019-03-13T15:55:00Z,3638627311
207,207,2019-03-13T15:55:00Z,4853767883
208,208,2019-03-13T15:55:00Z,717021068
209,209,2019-03-13T15:55:00Z,88289791350
210,210,2019-03-13T15:55:00Z,1610246000
211,211,2019-03-13T15:55:00Z,424028132028
212,212,2019-03-13T15:55:00Z,22927083827
213,213,2019-03-13T15:55:00Z,1980799626
214,214,2019-03-13T15:55:00Z,83616966991
215,215,2019-03-13T15:55:00Z,289611431438
216,216,2019-03-13T15:55:00Z,91406291550
217,217,2019-03-13T15:55:00Z,2615869706
218,218,2019-03-13T15:55:00Z,733535747
219,219,2019-03-13T15:55:00Z,1520331013
220,220,2019-03-13T15:56:00Z,765571487
221,221,2019-03-13T15:56:00Z,1622476611
222,222,2019-03-13T15:56:00Z,4951116419
223,223,2019-03-13T15:56:00Z,94011220883
224,224,2019-03-13T15:56:00Z,936680205263
225,225,2019-03-13T15:56:00Z,888736318
226,226,2019-03-13T15:56:00Z,3701056612
227,227,2019-03-13T15:56:00Z,802660749
228,228,2019-03-13T15:56:00Z,67258662788
229,229,2019-03-13T15:56:00Z,6106234030
230,230,2019-03-13T15:56:00Z,2631582799
231,231,2019-03-13T15:56:00Z,24448523578
232,232,2019-03-13T15:56:00Z,1689901990
233,233,2019-03-13T15:56:00Z,781072020
234,234,2019-03-13T15:56:00Z,93252012162
235,235,2019-03-13T15:56:00Z,442790193801
236,236,2019-03-13T15:56:00Z,93744744417
237,237,2019-03-13T15:56:00Z,2160451814
238,238,2019-03-13T15:56:00Z,309291402251
239,239,2019-03-13T15:56:00Z,88835053246
240,240,2019-03-13T15:57:00Z,319140850596
241,241,2019-03-13T15:57:00Z,94122641619
242,242,2019-03-13T15:57:00Z,1369113950
243,243,2019-03-13T15:57:00Z,5058986637
244,244,2019-03-13T15:57:00Z,792368870
245,245,2019-03-13T15:57:00Z,1705939763
246,246,2019-03-13T15:57:00Z,3760793992
247,247,2019-03-13T15:57:00Z,99769792784
248,248,2019-03-13T15:57:00Z,951612739
249,249,2019-03-13T15:57:00Z,972330970554
250,250,2019-03-13T15:57:00Z,2287769169
251,251,2019-03-13T15:57:00Z,1774976045
252,252,2019-03-13T15:57:00Z,2673387895
253,253,2019-03-13T15:57:00Z,70377618318
254,254,2019-03-13T15:57:00Z,6739149967
255,255,2019-03-13T15:57:00Z,26039688790
256,256,2019-03-13T15:57:00Z,96372408693
257,257,2019-03-13T15:57:00Z,843990917
258,258,2019-03-13T15:57:00Z,462004589534
259,259,2019-03-13T15:57:00Z,98369896739
260,260,2019-03-13T15:58:00Z,544647508025
261,261,2019-03-13T15:58:00Z,103772144550
262,262,2019-03-13T15:58:00Z,105929065356
263,263,2019-03-13T15:58:00Z,1442863055
264,264,2019-03-13T15:58:00Z,326227672731
265,265,2019-03-13T15:58:00Z,100520346039
266,266,2019-03-13T15:58:00Z,3819065917
267,267,2019-03-13T15:58:00Z,5245126136
268,268,2019-03-13T15:58:00Z,1853088956
269,269,2019-03-13T15:58:00Z,812820139
270,270,2019-03-13T15:58:00Z,897475785
271,271,2019-03-13T15:58:00Z,2774795008
272,272,2019-03-13T15:58:00Z,2437419853
273,273,2019-03-13T15:58:00Z,982467697
274,274,2019-03-13T15:58:00Z,1067789896664
275,275,2019-03-13T15:58:00Z,1853882520
276,276,2019-03-13T15:58:00Z,30218110971
277,277,2019-03-13T15:58:00Z,99770380626
278,278,2019-03-13T15:58:00Z,72389393912
279,279,2019-03-13T15:58:00Z,427771468
280,280,2019-03-13T15:58:00Z,16649275652
281,281,2019-03-13T15:58:00Z,27120096691
282,282,2019-03-13T15:58:00Z,10862792375
283,283,2019-03-13T15:58:00Z,7331192528
284,284,2019-03-13T15:59:00Z,11843312552
285,285,2019-03-13T15:59:00Z,7632222323
286,286,2019-03-13T15:59:00Z,5399811161
287,287,2019-03-13T15:59:00Z,111677689270
288,288,2019-03-13T15:59:00Z,637262121954
289,289,2019-03-13T15:59:00Z,110633000091
290,290,2019-03-13T15:59:00Z,3912978362
291,291,2019-03-13T15:59:00Z,1454174673
292,292,2019-03-13T15:59:00Z,108615675954
293,293,2019-03-13T15:59:00Z,335951140508
294,294,2019-03-13T15:59:00Z,28769505192
295,295,2019-03-13T15:59:00Z,1043660208
296,296,2019-03-13T15:59:00Z,962542584
297,297,2019-03-13T15:59:00Z,1955621124
298,298,2019-03-13T15:59:00Z,858823799
299,299,2019-03-13T15:59:00Z,2590377383
300,300,2019-03-13T15:59:00Z,2812989755
301,301,2019-03-13T15:59:00Z,436294779
302,302,2019-03-13T15:59:00Z,65776167234
303,303,2019-03-13T15:59:00Z,31227640250
304,304,2019-03-13T15:59:00Z,1178514398592
305,305,2019-03-13T15:59:00Z,1967633385
306,306,2019-03-13T15:59:00Z,18599324296
307,307,2019-03-13T15:59:00Z,102941833280
308,308,2019-03-13T15:59:00Z,73349879182
309,309,2019-03-13T16:00:00Z,105129421338
310,310,2019-03-13T16:00:00Z,75206628550
311,311,2019-03-13T16:00:00Z,1492494765
312,312,2019-03-13T16:00:00Z,5545844688
313,313,2019-03-13T16:00:00Z,13566087093
314,314,2019-03-13T16:00:00Z,8053118545
315,315,2019-03-13T16:00:00Z,3952579894
316,316,2019-03-13T16:00:00Z,115318307514
317,317,2019-03-13T16:00:00Z,113576123193
318,318,2019-03-13T16:00:00Z,726584936994
319,319,2019-03-13T16:00:00Z,19397950983
320,320,2019-03-13T16:00:00Z,887484551
321,321,2019-03-13T16:00:00Z,30087693292
322,322,2019-03-13T16:00:00Z,113738943556
323,323,2019-03-13T16:00:00Z,340460365967
324,324,2019-03-13T16:00:00Z,2049426290
325,325,2019-03-13T16:00:00Z,1064778618
326,326,2019-03-13T16:00:00Z,1020241237
327,327,2019-03-13T16:00:00Z,2032361489
328,328,2019-03-13T16:00:00Z,19321903529
329,329,2019-03-13T16:00:00Z,2690656844
330,330,2019-03-13T16:00:00Z,2830262790
331,331,2019-03-13T16:00:00Z,1278396414983
332,332,2019-03-13T16:00:00Z,114571369301
333,333,2019-03-13T16:00:00Z,32298893964
334,334,2019-03-13T16:01:00Z,119474586849
335,335,2019-03-13T16:01:00Z,33072176423
336,336,2019-03-13T16:01:00Z,121842731233
337,337,2019-03-13T16:01:00Z,1504931036
338,338,2019-03-13T16:01:00Z,107250426596
339,339,2019-03-13T16:01:00Z,76790908696
340,340,2019-03-13T16:01:00Z,4029788078
341,341,2019-03-13T16:01:00Z,5707981812
342,342,2019-03-13T16:01:00Z,8362997186
343,343,2019-03-13T16:01:00Z,13916267653
344,344,2019-03-13T16:01:00Z,1312202592239
345,345,2019-03-13T16:01:00Z,344911573471
346,346,2019-03-13T16:01:00Z,20368176910
347,347,2019-03-13T16:01:00Z,118119721606
348,348,2019-03-13T16:01:00Z,750348392593
349,349,2019-03-13T16:01:00Z,119080074484
350,350,2019-03-13T16:01:00Z,910325771
351,351,2019-03-13T16:01:00Z,31619268976
352,352,2019-03-13T16:01:00Z,2850013218
353,353,2019-03-13T16:01:00Z,1092364311
354,354,2019-03-13T16:01:00Z,2111696221
355,355,2019-03-13T16:01:00Z,1112770474
356,356,2019-03-13T16:01:00Z,2866400022
357,357,2019-03-13T16:01:00Z,2100734950
358,358,2019-03-13T16:01:00Z,20190497273
359,359,2019-03-13T16:02:00Z,2175698701
360,360,2019-03-13T16:02:00Z,20923328752
361,361,2019-03-13T16:02:00Z,5845525601
362,362,2019-03-13T16:02:00Z,126445551245
363,363,2019-03-13T16:02:00Z,122902401096
364,364,2019-03-13T16:02:00Z,33948810409
365,365,2019-03-13T16:02:00Z,4078174468
366,366,2019-03-13T16:02:00Z,1538712070
367,367,2019-03-13T16:02:00Z,78242810882
368,368,2019-03-13T16:02:00Z,109553697992
369,369,2019-03-13T16:02:00Z,3030922092
370,370,2019-03-13T16:02:00Z,772035011517
371,371,2019-03-13T16:02:00Z,1343811221383
372,372,2019-03-13T16:02:00Z,8663205485
373,373,2019-03-13T16:02:00Z,14153460368
374,374,2019-03-13T16:02:00Z,122693597564
375,375,2019-03-13T16:02:00Z,348901010527
376,376,2019-03-13T16:02:00Z,20924258234
377,377,2019-03-13T16:02:00Z,1132456875
378,378,2019-03-13T16:02:00Z,33017758193
379,379,2019-03-13T16:02:00Z,123476852657
380,380,2019-03-13T16:02:00Z,926101312
381,381,2019-03-13T16:02:00Z,2202378632
382,382,2019-03-13T16:02:00Z,2865944778
383,383,2019-03-13T16:02:00Z,1137346620
384,384,2019-03-13T16:03:00Z,2892918687
385,385,2019-03-13T16:03:00Z,1188238027
386,386,2019-03-13T16:03:00Z,1552333280
387,387,2019-03-13T16:03:00Z,5970141518
388,388,2019-03-13T16:03:00Z,2247356665
389,389,2019-03-13T16:03:00Z,21677434305
390,390,2019-03-13T16:03:00Z,4129987268
391,391,2019-03-13T16:03:00Z,131968452700
392,392,2019-03-13T16:03:00Z,34936156309
393,393,2019-03-13T16:03:00Z,135412838607
394,394,2019-03-13T16:03:00Z,2268466468
395,395,2019-03-13T16:03:00Z,14423429374
396,396,2019-03-13T16:03:00Z,3183786000
397,397,2019-03-13T16:03:00Z,80009035693
398,398,2019-03-13T16:03:00Z,112081398625
399,399,2019-03-13T16:03:00Z,8972022430
400,400,2019-03-13T16:03:00Z,803117936584
401,401,2019-03-13T16:03:00Z,1385931824755
402,402,2019-03-13T16:03:00Z,956144705
403,403,2019-03-13T16:03:00Z,21729385459
404,404,2019-03-13T16:03:00Z,127253606605
405,405,2019-03-13T16:03:00Z,353774606747
406,406,2019-03-13T16:03:00Z,129188760028
407,407,2019-03-13T16:03:00Z,1179221663
408,408,2019-03-13T16:03:00Z,34363245885
409,409,2019-03-13T16:04:00Z,1217483481
410,410,2019-03-13T16:04:00Z,35470669096
411,411,2019-03-13T16:04:00Z,136810126190
412,412,2019-03-13T16:04:00Z,1581210677
413,413,2019-03-13T16:04:00Z,2906477833
414,414,2019-03-13T16:04:00Z,1250584066
415,415,2019-03-13T16:04:00Z,4175397491
416,416,2019-03-13T16:04:00Z,6128107612
417,417,2019-03-13T16:04:00Z,22275592563
418,418,2019-03-13T16:04:00Z,2316099625
419,419,2019-03-13T16:04:00Z,134994158949
420,420,2019-03-13T16:04:00Z,114122020243
421,421,2019-03-13T16:04:00Z,2355845330
422,422,2019-03-13T16:04:00Z,36295619910
423,423,2019-03-13T16:04:00Z,167157836285
424,424,2019-03-13T16:04:00Z,81466626506
425,425,2019-03-13T16:04:00Z,15446348289
426,426,2019-03-13T16:04:00Z,3349960659
427,427,2019-03-13T16:04:00Z,358696617402
428,428,2019-03-13T16:04:00Z,1467510195193
429,429,2019-03-13T16:04:00Z,9300872469
430,430,2019-03-13T16:04:00Z,874586732737
431,431,2019-03-13T16:04:00Z,131230572055
432,432,2019-03-13T16:04:00Z,984366443
433,433,2019-03-13T16:04:00Z,42713298335
434,434,2019-03-13T16:05:00Z,1010838913
435,435,2019-03-13T16:05:00Z,54513571056
436,436,2019-03-13T16:05:00Z,6274612172
437,437,2019-03-13T16:05:00Z,141552980662
438,438,2019-03-13T16:05:00Z,1271868034
439,439,2019-03-13T16:05:00Z,36665058316
440,440,2019-03-13T16:05:00Z,4222529269
441,441,2019-03-13T16:05:00Z,1590393666
442,442,2019-03-13T16:05:00Z,1298093833
443,443,2019-03-13T16:05:00Z,2924378080
444,444,2019-03-13T16:05:00Z,133883245814
445,445,2019-03-13T16:05:00Z,183323387062
446,446,2019-03-13T16:05:00Z,140305795783
447,447,2019-03-13T16:05:00Z,57565984946
448,448,2019-03-13T16:05:00Z,2412144248
449,449,2019-03-13T16:05:00Z,37896862040
450,450,2019-03-13T16:05:00Z,116170125365
451,451,2019-03-13T16:05:00Z,2428447768
452,452,2019-03-13T16:05:00Z,956977128883
453,453,2019-03-13T16:05:00Z,3523639762
454,454,2019-03-13T16:05:00Z,83145037258
455,455,2019-03-13T16:05:00Z,17034534692
456,456,2019-03-13T16:05:00Z,9607262119
457,457,2019-03-13T16:05:00Z,362992370283
458,458,2019-03-13T16:05:00Z,1560498099281
459,459,2019-03-13T16:06:00Z,368004319358
460,460,2019-03-13T16:06:00Z,1640349013083
461,461,2019-03-13T16:06:00Z,1621394160
462,462,2019-03-13T16:06:00Z,6406711943
463,463,2019-03-13T16:06:00Z,1038974943
464,464,2019-03-13T16:06:00Z,77414131513
465,465,2019-03-13T16:06:00Z,4271751818
466,466,2019-03-13T16:06:00Z,146274336354
467,467,2019-03-13T16:06:00Z,38346660558
468,468,2019-03-13T16:06:00Z,1302459432
469,469,2019-03-13T16:06:00Z,9883706663
470,470,2019-03-13T16:06:00Z,2499796451
471,471,2019-03-13T16:06:00Z,138069509797
472,472,2019-03-13T16:06:00Z,1377570242
473,473,2019-03-13T16:06:00Z,2971524267
474,474,2019-03-13T16:06:00Z,85933863877
475,475,2019-03-13T16:06:00Z,189047704133
476,476,2019-03-13T16:06:00Z,145888510951
477,477,2019-03-13T16:06:00Z,19545898859
478,478,2019-03-13T16:06:00Z,2517151177
479,479,2019-03-13T16:06:00Z,39380227174
480,480,2019-03-13T16:06:00Z,119050466815
481,481,2019-03-13T16:06:00Z,86122078738
482,482,2019-03-13T16:06:00Z,1026319744827
483,483,2019-03-13T16:06:00Z,3703615792
484,484,2019-03-13T16:07:00Z,1098052911225
485,485,2019-03-13T16:07:00Z,3825421565
486,486,2019-03-13T16:07:00Z,150616608498
487,487,2019-03-13T16:07:00Z,1635800821
488,488,2019-03-13T16:07:00Z,371904921793
489,489,2019-03-13T16:07:00Z,1722518025015
490,490,2019-03-13T16:07:00Z,4353242224
491,491,2019-03-13T16:07:00Z,6543217599
492,492,2019-03-13T16:07:00Z,105021687909
493,493,2019-03-13T16:07:00Z,1071386697
494,494,2019-03-13T16:07:00Z,86122078738
495,495,2019-03-13T16:07:00Z,2986144218
496,496,2019-03-13T16:07:00Z,10232107514
497,497,2019-03-13T16:07:00Z,39711117734
498,498,2019-03-13T16:07:00Z,1365370697
499,499,2019-03-13T16:07:00Z,1448665579
500,500,2019-03-13T16:07:00Z,2556498619
501,501,2019-03-13T16:07:00Z,142719621527
502,502,2019-03-13T16:07:00Z,120957688274
503,503,2019-03-13T16:07:00Z,151312926377
504,504,2019-03-13T16:07:00Z,101734670302
505,505,2019-03-13T16:07:00Z,193365225375
506,506,2019-03-13T16:07:00Z,40914713907
507,507,2019-03-13T16:07:00Z,20998737683
508,508,2019-03-13T16:07:00Z,2601256573
509,509,2019-03-13T16:08:00Z,23015994150
510,510,2019-03-13T16:08:00Z,2687759112
511,511,2019-03-13T16:08:00Z,6678356313
512,512,2019-03-13T16:08:00Z,156176977544
513,513,2019-03-13T16:08:00Z,1165853583906
514,514,2019-03-13T16:08:00Z,3994083435
515,515,2019-03-13T16:08:00Z,4401024687
516,516,2019-03-13T16:08:00Z,1660982752
517,517,2019-03-13T16:08:00Z,1800476898662
518,518,2019-03-13T16:08:00Z,376300662317
519,519,2019-03-13T16:08:00Z,41971058723
520,520,2019-03-13T16:08:00Z,1397405105
521,521,2019-03-13T16:08:00Z,87586681129
522,522,2019-03-13T16:08:00Z,127986860593
523,523,2019-03-13T16:08:00Z,1108526783
524,524,2019-03-13T16:08:00Z,41133167776
525,525,2019-03-13T16:08:00Z,3014306787
526,526,2019-03-13T16:08:00Z,10532672519
527,527,2019-03-13T16:08:00Z,198199184111
528,528,2019-03-13T16:08:00Z,147024337941
529,529,2019-03-13T16:08:00Z,1498996436
530,530,2019-03-13T16:08:00Z,2639889695
531,531,2019-03-13T16:08:00Z,120623882029
532,532,2019-03-13T16:08:00Z,123212091562
533,533,2019-03-13T16:08:00Z,157695277518
534,534,2019-03-13T16:09:00Z,125964043166
535,535,2019-03-13T16:09:00Z,163282100103
536,536,2019-03-13T16:09:00Z,1678491231
537,537,2019-03-13T16:09:00Z,6800861132
538,538,2019-03-13T16:09:00Z,23507178922
539,539,2019-03-13T16:09:00Z,2757166031
540,540,2019-03-13T16:09:00Z,4461919326
541,541,2019-03-13T16:09:00Z,161427483403
542,542,2019-03-13T16:09:00Z,4131513625
543,543,2019-03-13T16:09:00Z,1221017940268
544,544,2019-03-13T16:09:00Z,131054324796
545,545,2019-03-13T16:09:00Z,1144418503
546,546,2019-03-13T16:09:00Z,43079568585
547,547,2019-03-13T16:09:00Z,1866407534525
548,548,2019-03-13T16:09:00Z,380986470435
549,549,2019-03-13T16:09:00Z,138811794036
550,550,2019-03-13T16:09:00Z,1442537319
551,551,2019-03-13T16:09:00Z,89144637231
552,552,2019-03-13T16:09:00Z,2693272231
553,553,2019-03-13T16:09:00Z,10755874063
554,554,2019-03-13T16:09:00Z,42403447500
555,555,2019-03-13T16:09:00Z,3030951569
556,556,2019-03-13T16:09:00Z,1569028662
557,557,2019-03-13T16:09:00Z,221669020519
558,558,2019-03-13T16:09:00Z,151283606789
559,559,2019-03-13T16:10:00Z,258355152055
560,560,2019-03-13T16:10:00Z,155581042695
561,561,2019-03-13T16:10:00Z,165247491967
562,562,2019-03-13T16:10:00Z,1732623571
563,563,2019-03-13T16:10:00Z,128362879365
564,564,2019-03-13T16:10:00Z,169311349880
565,565,2019-03-13T16:10:00Z,5012472413
566,566,2019-03-13T16:10:00Z,7559048100
567,567,2019-03-13T16:10:00Z,2917098649
568,568,2019-03-13T16:10:00Z,24540613341
569,569,2019-03-13T16:10:00Z,1654031963
570,570,2019-03-13T16:10:00Z,386574174927
571,571,2019-03-13T16:10:00Z,150140236097
572,572,2019-03-13T16:10:00Z,4280767312
573,573,2019-03-13T16:10:00Z,1302057437618
574,574,2019-03-13T16:10:00Z,1958928325203
575,575,2019-03-13T16:10:00Z,1191361638
576,576,2019-03-13T16:10:00Z,43660919853
577,577,2019-03-13T16:10:00Z,3084618175
578,578,2019-03-13T16:10:00Z,91291484197
579,579,2019-03-13T16:10:00Z,140165215187
580,580,2019-03-13T16:10:00Z,1467457807
581,581,2019-03-13T16:10:00Z,43866143661
582,582,2019-03-13T16:10:00Z,2774867162
583,583,2019-03-13T16:10:00Z,11103588039
