,Unnamed: 0,cluster_name,time,value
156,156,default,2019-03-13T15:52:00Z,84382316355
157,157,default,2019-03-13T15:52:00Z,370550806489
158,158,default,2019-03-13T15:52:00Z,74727307166
159,159,default,2019-03-13T15:52:00Z,595799357
160,160,default,2019-03-13T15:53:00Z,79203704862
161,161,default,2019-03-13T15:53:00Z,631116166
162,162,default,2019-03-13T15:53:00Z,4565232020
163,163,default,2019-03-13T15:53:00Z,75842412131
164,164,default,2019-03-13T15:53:00Z,73533690133
165,165,default,2019-03-13T15:53:00Z,1643065893
166,166,default,2019-03-13T15:53:00Z,3503581665
167,167,default,2019-03-13T15:53:00Z,754088904
168,168,default,2019-03-13T15:53:00Z,2577758704
169,169,default,2019-03-13T15:53:00Z,1351081064
170,170,default,2019-03-13T15:53:00Z,388882796672
171,171,default,2019-03-13T15:53:00Z,680068462
172,172,default,2019-03-13T15:53:00Z,245884970366
173,173,default,2019-03-13T15:53:00Z,1454059450
174,174,default,2019-03-13T15:53:00Z,757454947
175,175,default,2019-03-13T15:53:00Z,782720060563
176,176,default,2019-03-13T15:53:00Z,86307804073
177,177,default,2019-03-13T15:53:00Z,19728101208
178,178,default,2019-03-13T15:53:00Z,4779221581
179,179,default,2019-03-13T15:53:00Z,61890006844
180,180,default,2019-03-13T15:54:00Z,5156454471
181,181,default,2019-03-13T15:54:00Z,63628678596
182,182,default,2019-03-13T15:54:00Z,774560216
183,183,default,2019-03-13T15:54:00Z,4706211205
184,184,default,2019-03-13T15:54:00Z,82928727014
185,185,default,2019-03-13T15:54:00Z,671409339
186,186,default,2019-03-13T15:54:00Z,3578804969
187,187,default,2019-03-13T15:54:00Z,80807497329
188,188,default,2019-03-13T15:54:00Z,1817546479
189,189,default,2019-03-13T15:54:00Z,78794194948
190,190,default,2019-03-13T15:54:00Z,21370805280
191,191,default,2019-03-13T15:54:00Z,263240407611
192,192,default,2019-03-13T15:54:00Z,405683511561
193,193,default,2019-03-13T15:54:00Z,2595590275
194,194,default,2019-03-13T15:54:00Z,1431646415
195,195,default,2019-03-13T15:54:00Z,706798948
196,196,default,2019-03-13T15:54:00Z,88927159380
197,197,default,2019-03-13T15:54:00Z,1528626413
198,198,default,2019-03-13T15:54:00Z,827312415653
199,199,default,2019-03-13T15:54:00Z,786412979
200,200,default,2019-03-13T15:55:00Z,881030823697
201,201,default,2019-03-13T15:55:00Z,855745493
202,202,default,2019-03-13T15:55:00Z,87379651335
203,203,default,2019-03-13T15:55:00Z,795244148
204,204,default,2019-03-13T15:55:00Z,5672487937
205,205,default,2019-03-13T15:55:00Z,65376327173
206,206,default,2019-03-13T15:55:00Z,3638627311
207,207,default,2019-03-13T15:55:00Z,4853767883
208,208,default,2019-03-13T15:55:00Z,717021068
209,209,default,2019-03-13T15:55:00Z,88289791350
210,210,default,2019-03-13T15:55:00Z,1610246000
211,211,default,2019-03-13T15:55:00Z,424028132028
212,212,default,2019-03-13T15:55:00Z,22927083827
213,213,default,2019-03-13T15:55:00Z,1980799626
214,214,default,2019-03-13T15:55:00Z,83616966991
215,215,default,2019-03-13T15:55:00Z,289611431438
216,216,default,2019-03-13T15:55:00Z,91406291550
217,217,default,2019-03-13T15:55:00Z,2615869706
218,218,default,2019-03-13T15:55:00Z,733535747
219,219,default,2019-03-13T15:55:00Z,1520331013
220,220,default,2019-03-13T15:56:00Z,765571487
221,221,default,2019-03-13T15:56:00Z,1622476611
222,222,default,2019-03-13T15:56:00Z,4951116419
223,223,default,2019-03-13T15:56:00Z,94011220883
224,224,default,2019-03-13T15:56:00Z,936680205263
225,225,default,2019-03-13T15:56:00Z,888736318
226,226,default,2019-03-13T15:56:00Z,3701056612
227,227,default,2019-03-13T15:56:00Z,802660749
228,228,default,2019-03-13T15:56:00Z,67258662788
229,229,default,2019-03-13T15:56:00Z,6106234030
230,230,default,2019-03-13T15:56:00Z,2631582799
231,231,default,2019-03-13T15:56:00Z,24448523578
232,232,default,2019-03-13T15:56:00Z,1689901990
233,233,default,2019-03-13T15:56:00Z,781072020
234,234,default,2019-03-13T15:56:00Z,93252012162
235,235,default,2019-03-13T15:56:00Z,442790193801
236,236,default,2019-03-13T15:56:00Z,93744744417
237,237,default,2019-03-13T15:56:00Z,2160451814
238,238,default,2019-03-13T15:56:00Z,309291402251
239,239,default,2019-03-13T15:56:00Z,88835053246
240,240,default,2019-03-13T15:57:00Z,319140850596
241,241,default,2019-03-13T15:57:00Z,94122641619
242,242,default,2019-03-13T15:57:00Z,1369113950
243,243,default,2019-03-13T15:57:00Z,5058986637
244,244,default,2019-03-13T15:57:00Z,792368870
245,245,default,2019-03-13T15:57:00Z,1705939763
246,246,default,2019-03-13T15:57:00Z,3760793992
247,247,default,2019-03-13T15:57:00Z,99769792784
248,248,default,2019-03-13T15:57:00Z,951612739
249,249,default,2019-03-13T15:57:00Z,972330970554
250,250,default,2019-03-13T15:57:00Z,2287769169
251,251,default,2019-03-13T15:57:00Z,1774976045
252,252,default,2019-03-13T15:57:00Z,2673387895
253,253,default,2019-03-13T15:57:00Z,70377618318
254,254,default,2019-03-13T15:57:00Z,6739149967
255,255,default,2019-03-13T15:57:00Z,26039688790
256,256,default,2019-03-13T15:57:00Z,96372408693
257,257,default,2019-03-13T15:57:00Z,843990917
258,258,default,2019-03-13T15:57:00Z,462004589534
259,259,default,2019-03-13T15:57:00Z,98369896739
260,260,default,2019-03-13T15:58:00Z,544647508025
261,261,default,2019-03-13T15:58:00Z,103772144550
262,262,default,2019-03-13T15:58:00Z,105929065356
263,263,default,2019-03-13T15:58:00Z,1442863055
264,264,default,2019-03-13T15:58:00Z,326227672731
265,265,default,2019-03-13T15:58:00Z,100520346039
266,266,default,2019-03-13T15:58:00Z,3819065917
267,267,default,2019-03-13T15:58:00Z,5245126136
268,268,default,2019-03-13T15:58:00Z,1853088956
269,269,default,2019-03-13T15:58:00Z,812820139
270,270,default,2019-03-13T15:58:00Z,897475785
271,271,default,2019-03-13T15:58:00Z,2774795008
272,272,default,2019-03-13T15:58:00Z,2437419853
273,273,default,2019-03-13T15:58:00Z,982467697
274,274,default,2019-03-13T15:58:00Z,1067789896664
275,275,default,2019-03-13T15:58:00Z,1853882520
276,276,default,2019-03-13T15:58:00Z,30218110971
277,277,default,2019-03-13T15:58:00Z,99770380626
278,278,default,2019-03-13T15:58:00Z,72389393912
279,279,default,2019-03-13T15:58:00Z,427771468
280,280,default,2019-03-13T15:58:00Z,16649275652
281,281,default,2019-03-13T15:58:00Z,27120096691
282,282,default,2019-03-13T15:58:00Z,10862792375
283,283,default,2019-03-13T15:58:00Z,7331192528
284,284,default,2019-03-13T15:59:00Z,11843312552
285,285,default,2019-03-13T15:59:00Z,7632222323
286,286,default,2019-03-13T15:59:00Z,5399811161
287,287,default,2019-03-13T15:59:00Z,111677689270
288,288,default,2019-03-13T15:59:00Z,637262121954
289,289,default,2019-03-13T15:59:00Z,110633000091
290,290,default,2019-03-13T15:59:00Z,3912978362
291,291,default,2019-03-13T15:59:00Z,1454174673
292,292,default,2019-03-13T15:59:00Z,108615675954
293,293,default,2019-03-13T15:59:00Z,335951140508
294,294,default,2019-03-13T15:59:00Z,28769505192
295,295,default,2019-03-13T15:59:00Z,1043660208
296,296,default,2019-03-13T15:59:00Z,962542584
297,297,default,2019-03-13T15:59:00Z,1955621124
298,298,default,2019-03-13T15:59:00Z,858823799
299,299,default,2019-03-13T15:59:00Z,2590377383
300,300,default,2019-03-13T15:59:00Z,2812989755
301,301,default,2019-03-13T15:59:00Z,436294779
302,302,default,2019-03-13T15:59:00Z,65776167234
303,303,default,2019-03-13T15:59:00Z,31227640250
304,304,default,2019-03-13T15:59:00Z,1178514398592
305,305,default,2019-03-13T15:59:00Z,1967633385
306,306,default,2019-03-13T15:59:00Z,18599324296
307,307,default,2019-03-13T15:59:00Z,102941833280
308,308,default,2019-03-13T15:59:00Z,73349879182
309,309,default,2019-03-13T16:00:00Z,105129421338
310,310,default,2019-03-13T16:00:00Z,75206628550
311,311,default,2019-03-13T16:00:00Z,1492494765
312,312,default,2019-03-13T16:00:00Z,5545844688
313,313,default,2019-03-13T16:00:00Z,13566087093
314,314,default,2019-03-13T16:00:00Z,8053118545
315,315,default,2019-03-13T16:00:00Z,3952579894
316,316,default,2019-03-13T16:00:00Z,115318307514
317,317,default,2019-03-13T16:00:00Z,113576123193
318,318,default,2019-03-13T16:00:00Z,726584936994
319,319,default,2019-03-13T16:00:00Z,19397950983
320,320,default,2019-03-13T16:00:00Z,887484551
321,321,default,2019-03-13T16:00:00Z,30087693292
322,322,default,2019-03-13T16:00:00Z,113738943556
323,323,default,2019-03-13T16:00:00Z,340460365967
324,324,default,2019-03-13T16:00:00Z,2049426290
325,325,default,2019-03-13T16:00:00Z,1064778618
326,326,default,2019-03-13T16:00:00Z,1020241237
327,327,default,2019-03-13T16:00:00Z,2032361489
328,328,default,2019-03-13T16:00:00Z,19321903529
329,329,default,2019-03-13T16:00:00Z,2690656844
330,330,default,2019-03-13T16:00:00Z,2830262790
331,331,default,2019-03-13T16:00:00Z,1278396414983
332,332,default,2019-03-13T16:00:00Z,114571369301
333,333,default,2019-03-13T16:00:00Z,32298893964
334,334,default,2019-03-13T16:01:00Z,119474586849
335,335,default,2019-03-13T16:01:00Z,33072176423
336,336,default,2019-03-13T16:01:00Z,121842731233
337,337,default,2019-03-13T16:01:00Z,1504931036
338,338,default,2019-03-13T16:01:00Z,107250426596
339,339,default,2019-03-13T16:01:00Z,76790908696
340,340,default,2019-03-13T16:01:00Z,4029788078
341,341,default,2019-03-13T16:01:00Z,5707981812
342,342,default,2019-03-13T16:01:00Z,8362997186
343,343,default,2019-03-13T16:01:00Z,13916267653
344,344,default,2019-03-13T16:01:00Z,1312202592239
345,345,default,2019-03-13T16:01:00Z,344911573471
346,346,default,2019-03-13T16:01:00Z,20368176910
347,347,default,2019-03-13T16:01:00Z,118119721606
348,348,default,2019-03-13T16:01:00Z,750348392593
349,349,default,2019-03-13T16:01:00Z,119080074484
350,350,default,2019-03-13T16:01:00Z,910325771
351,351,default,2019-03-13T16:01:00Z,31619268976
352,352,default,2019-03-13T16:01:00Z,2850013218
353,353,default,2019-03-13T16:01:00Z,1092364311
354,354,default,2019-03-13T16:01:00Z,2111696221
355,355,default,2019-03-13T16:01:00Z,1112770474
356,356,default,2019-03-13T16:01:00Z,2866400022
357,357,default,2019-03-13T16:01:00Z,2100734950
358,358,default,2019-03-13T16:01:00Z,20190497273
359,359,default,2019-03-13T16:02:00Z,2175698701
360,360,default,2019-03-13T16:02:00Z,20923328752
361,361,default,2019-03-13T16:02:00Z,5845525601
362,362,default,2019-03-13T16:02:00Z,126445551245
363,363,default,2019-03-13T16:02:00Z,122902401096
364,364,default,2019-03-13T16:02:00Z,33948810409
365,365,default,2019-03-13T16:02:00Z,4078174468
366,366,default,2019-03-13T16:02:00Z,1538712070
367,367,default,2019-03-13T16:02:00Z,78242810882
368,368,default,2019-03-13T16:02:00Z,109553697992
369,369,default,2019-03-13T16:02:00Z,3030922092
370,370,default,2019-03-13T16:02:00Z,772035011517
371,371,default,2019-03-13T16:02:00Z,1343811221383
372,372,default,2019-03-13T16:02:00Z,8663205485
373,373,default,2019-03-13T16:02:00Z,14153460368
374,374,default,2019-03-13T16:02:00Z,122693597564
375,375,default,2019-03-13T16:02:00Z,348901010527
376,376,default,2019-03-13T16:02:00Z,20924258234
377,377,default,2019-03-13T16:02:00Z,1132456875
378,378,default,2019-03-13T16:02:00Z,33017758193
379,379,default,2019-03-13T16:02:00Z,123476852657
380,380,default,2019-03-13T16:02:00Z,926101312
381,381,default,2019-03-13T16:02:00Z,2202378632
382,382,default,2019-03-13T16:02:00Z,2865944778
383,383,default,2019-03-13T16:02:00Z,1137346620
384,384,default,2019-03-13T16:03:00Z,2892918687
385,385,default,2019-03-13T16:03:00Z,1188238027
386,386,default,2019-03-13T16:03:00Z,1552333280
387,387,default,2019-03-13T16:03:00Z,5970141518
388,388,default,2019-03-13T16:03:00Z,2247356665
389,389,default,2019-03-13T16:03:00Z,21677434305
390,390,default,2019-03-13T16:03:00Z,4129987268
391,391,default,2019-03-13T16:03:00Z,131968452700
392,392,default,2019-03-13T16:03:00Z,34936156309
393,393,default,2019-03-13T16:03:00Z,135412838607
394,394,default,2019-03-13T16:03:00Z,2268466468
395,395,default,2019-03-13T16:03:00Z,14423429374
396,396,default,2019-03-13T16:03:00Z,3183786000
397,397,default,2019-03-13T16:03:00Z,80009035693
398,398,default,2019-03-13T16:03:00Z,112081398625
399,399,default,2019-03-13T16:03:00Z,8972022430
400,400,default,2019-03-13T16:03:00Z,803117936584
401,401,default,2019-03-13T16:03:00Z,1385931824755
402,402,default,2019-03-13T16:03:00Z,956144705
403,403,default,2019-03-13T16:03:00Z,21729385459
404,404,default,2019-03-13T16:03:00Z,127253606605
405,405,default,2019-03-13T16:03:00Z,353774606747
406,406,default,2019-03-13T16:03:00Z,129188760028
407,407,default,2019-03-13T16:03:00Z,1179221663
408,408,default,2019-03-13T16:03:00Z,34363245885
409,409,default,2019-03-13T16:04:00Z,1217483481
410,410,default,2019-03-13T16:04:00Z,35470669096
411,411,default,2019-03-13T16:04:00Z,136810126190
412,412,default,2019-03-13T16:04:00Z,1581210677
413,413,default,2019-03-13T16:04:00Z,2906477833
414,414,default,2019-03-13T16:04:00Z,1250584066
415,415,default,2019-03-13T16:04:00Z,4175397491
416,416,default,2019-03-13T16:04:00Z,6128107612
417,417,default,2019-03-13T16:04:00Z,22275592563
418,418,default,2019-03-13T16:04:00Z,2316099625
419,419,default,2019-03-13T16:04:00Z,134994158949
420,420,default,2019-03-13T16:04:00Z,114122020243
421,421,default,2019-03-13T16:04:00Z,2355845330
422,422,default,2019-03-13T16:04:00Z,36295619910
423,423,default,2019-03-13T16:04:00Z,167157836285
424,424,default,2019-03-13T16:04:00Z,81466626506
425,425,default,2019-03-13T16:04:00Z,15446348289
426,426,default,2019-03-13T16:04:00Z,3349960659
427,427,default,2019-03-13T16:04:00Z,358696617402
428,428,default,2019-03-13T16:04:00Z,1467510195193
429,429,default,2019-03-13T16:04:00Z,9300872469
430,430,default,2019-03-13T16:04:00Z,874586732737
431,431,default,2019-03-13T16:04:00Z,131230572055
432,432,default,2019-03-13T16:04:00Z,984366443
433,433,default,2019-03-13T16:04:00Z,42713298335
434,434,default,2019-03-13T16:05:00Z,1010838913
435,435,default,2019-03-13T16:05:00Z,54513571056
436,436,default,2019-03-13T16:05:00Z,6274612172
437,437,default,2019-03-13T16:05:00Z,141552980662
438,438,default,2019-03-13T16:05:00Z,1271868034
439,439,default,2019-03-13T16:05:00Z,36665058316
440,440,default,2019-03-13T16:05:00Z,4222529269
441,441,default,2019-03-13T16:05:00Z,1590393666
442,442,default,2019-03-13T16:05:00Z,1298093833
443,443,default,2019-03-13T16:05:00Z,2924378080
444,444,default,2019-03-13T16:05:00Z,133883245814
445,445,default,2019-03-13T16:05:00Z,183323387062
446,446,default,2019-03-13T16:05:00Z,140305795783
447,447,default,2019-03-13T16:05:00Z,57565984946
448,448,default,2019-03-13T16:05:00Z,2412144248
449,449,default,2019-03-13T16:05:00Z,37896862040
450,450,default,2019-03-13T16:05:00Z,116170125365
451,451,default,2019-03-13T16:05:00Z,2428447768
452,452,default,2019-03-13T16:05:00Z,956977128883
453,453,default,2019-03-13T16:05:00Z,3523639762
454,454,default,2019-03-13T16:05:00Z,83145037258
455,455,default,2019-03-13T16:05:00Z,17034534692
456,456,default,2019-03-13T16:05:00Z,9607262119
457,457,default,2019-03-13T16:05:00Z,362992370283
458,458,default,2019-03-13T16:05:00Z,1560498099281
459,459,default,2019-03-13T16:06:00Z,368004319358
460,460,default,2019-03-13T16:06:00Z,1640349013083
461,461,default,2019-03-13T16:06:00Z,1621394160
462,462,default,2019-03-13T16:06:00Z,6406711943
463,463,default,2019-03-13T16:06:00Z,1038974943
464,464,default,2019-03-13T16:06:00Z,77414131513
465,465,default,2019-03-13T16:06:00Z,4271751818
466,466,default,2019-03-13T16:06:00Z,146274336354
467,467,default,2019-03-13T16:06:00Z,38346660558
468,468,default,2019-03-13T16:06:00Z,1302459432
469,469,default,2019-03-13T16:06:00Z,9883706663
470,470,default,2019-03-13T16:06:00Z,2499796451
471,471,default,2019-03-13T16:06:00Z,138069509797
472,472,default,2019-03-13T16:06:00Z,1377570242
473,473,default,2019-03-13T16:06:00Z,2971524267
474,474,default,2019-03-13T16:06:00Z,85933863877
475,475,default,2019-03-13T16:06:00Z,189047704133
476,476,default,2019-03-13T16:06:00Z,145888510951
477,477,default,2019-03-13T16:06:00Z,19545898859
478,478,default,2019-03-13T16:06:00Z,2517151177
479,479,default,2019-03-13T16:06:00Z,39380227174
480,480,default,2019-03-13T16:06:00Z,119050466815
481,481,default,2019-03-13T16:06:00Z,86122078738
482,482,default,2019-03-13T16:06:00Z,1026319744827
483,483,default,2019-03-13T16:06:00Z,3703615792
484,484,default,2019-03-13T16:07:00Z,1098052911225
485,485,default,2019-03-13T16:07:00Z,3825421565
486,486,default,2019-03-13T16:07:00Z,150616608498
487,487,default,2019-03-13T16:07:00Z,1635800821
488,488,default,2019-03-13T16:07:00Z,371904921793
489,489,default,2019-03-13T16:07:00Z,1722518025015
490,490,default,2019-03-13T16:07:00Z,4353242224
491,491,default,2019-03-13T16:07:00Z,6543217599
492,492,default,2019-03-13T16:07:00Z,105021687909
493,493,default,2019-03-13T16:07:00Z,1071386697
494,494,default,2019-03-13T16:07:00Z,86122078738
495,495,default,2019-03-13T16:07:00Z,2986144218
496,496,default,2019-03-13T16:07:00Z,10232107514
497,497,default,2019-03-13T16:07:00Z,39711117734
498,498,default,2019-03-13T16:07:00Z,1365370697
499,499,default,2019-03-13T16:07:00Z,1448665579
500,500,default,2019-03-13T16:07:00Z,2556498619
501,501,default,2019-03-13T16:07:00Z,142719621527
502,502,default,2019-03-13T16:07:00Z,120957688274
503,503,default,2019-03-13T16:07:00Z,151312926377
504,504,default,2019-03-13T16:07:00Z,101734670302
505,505,default,2019-03-13T16:07:00Z,193365225375
506,506,default,2019-03-13T16:07:00Z,40914713907
507,507,default,2019-03-13T16:07:00Z,20998737683
508,508,default,2019-03-13T16:07:00Z,2601256573
509,509,default,2019-03-13T16:08:00Z,23015994150
510,510,default,2019-03-13T16:08:00Z,2687759112
511,511,default,2019-03-13T16:08:00Z,6678356313
512,512,default,2019-03-13T16:08:00Z,156176977544
513,513,default,2019-03-13T16:08:00Z,1165853583906
514,514,default,2019-03-13T16:08:00Z,3994083435
515,515,default,2019-03-13T16:08:00Z,4401024687
516,516,default,2019-03-13T16:08:00Z,1660982752
517,517,default,2019-03-13T16:08:00Z,1800476898662
518,518,default,2019-03-13T16:08:00Z,376300662317
519,519,default,2019-03-13T16:08:00Z,41971058723
520,520,default,2019-03-13T16:08:00Z,1397405105
521,521,default,2019-03-13T16:08:00Z,87586681129
522,522,default,2019-03-13T16:08:00Z,127986860593
523,523,default,2019-03-13T16:08:00Z,1108526783
524,524,default,2019-03-13T16:08:00Z,41133167776
525,525,default,2019-03-13T16:08:00Z,3014306787
526,526,default,2019-03-13T16:08:00Z,10532672519
527,527,default,2019-03-13T16:08:00Z,198199184111
528,528,default,2019-03-13T16:08:00Z,147024337941
529,529,default,2019-03-13T16:08:00Z,1498996436
530,530,default,2019-03-13T16:08:00Z,2639889695
531,531,default,2019-03-13T16:08:00Z,120623882029
532,532,default,2019-03-13T16:08:00Z,123212091562
533,533,default,2019-03-13T16:08:00Z,157695277518
534,534,default,2019-03-13T16:09:00Z,125964043166
535,535,default,2019-03-13T16:09:00Z,163282100103
536,536,default,2019-03-13T16:09:00Z,1678491231
537,537,default,2019-03-13T16:09:00Z,6800861132
538,538,default,2019-03-13T16:09:00Z,23507178922
